Day,Month,IncidentYear,VictimInjury,State,Location,latitude,longitude,SharkType,SharkLength(m),Provoked,SharkCount,VictimActivity,InjuryLocation,InjurySeverity,VictimGender,VictimAge
9,4,1918,Uninjured,NSW,"parramatta river, sydney harbour",-33.86666667,151.2,bull shark,,Unprovoked,1,swimming,other: uninjured,,Male,28
19,9,1918,Fatal,QLD,"townsville, strand beach",-19.25,146.8166667,tiger shark,2.2,Unprovoked,1,swimming,leg,major lacerations,Male,
21,11,1918,Fatal,QLD,arlington reef (gbr),-16.7,146.05,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,
17,1,1919,Injured,NSW,newcastle beach,-32.91666667,151.7833333,white shark,3.7,Unprovoked,1,swimming,"hand, torso, calf",major lacerations,Male,19
9,1,1919,Fatal,NSW,"sirius cove, sydney harbour",-33.83333333,151.2333333,bull shark,3.5,Unprovoked,1,swimming,thigh,major lacerations,Male,13
5,1,1919,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,38
29,12,1919,Injured,QLD,bribie island,-27.08333333,153.45,wobbegong,,Provoked,1,swimming,leg,minor lacerations,Male,
8,12,1919,Fatal,NSW,"macleay river, pelican island",-30.91666667,153.0166667,bull shark,,Unprovoked,1,swimming,"calf, foot",major lacerations,Male,
15,1,1920,Fatal,NSW,throsby creek. newcastle,-32.9,151.75,bull shark,,Unprovoked,1,swimming,leg,major lacerations,Male,12
24,2,1920,Uninjured,NSW,tuggerah lake entrance,-33.33333333,151.5,wobbegong,,Provoked,1,spearfishing,other: uninjured,,Male,
8,3,1920,Injured,QLD,"townsville, cleveland bay",-19.25,146.8166667,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,20
1,7,1920,Injured,QLD,mackay (320km east),-20.9,151.7166667,tiger shark,,Provoked,1,snorkelling,"arm, shoulder, torso",major lacerations,Male,
1,11,1920,Injured,NSW,cape halke,-32.2,152.55,wobbegong,,Provoked,1,snorkelling,"arm, hand",minor lacerations,Male,
29,11,1920,Injured,WA,"ocean beach, demark",-35.01666667,117.3333333,wobbegong,1.2,Unprovoked,1,other: standing in water,leg,,Male,
22,11,1920,Injured,WA,"cottesloe beach, perth",-31.98333333,115.7333333,wobbegong,,Unprovoked,1,other: standing in water,"leg, hand",,Male,
1,12,1920,Injured,QLD,howick island,-14.5,144.9166667,,,Provoked,1,fishing,leg,minor lacerations,Male,
1,12,1920,Injured,NSW,lismore - wilsons river,-28.8,153.2666667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
12,10,1921,Injured,QLD,hinchinbrook island,-18.23333333,146.65,tiger shark,,Provoked,1,snorkelling,arm,major lacerations,Male,
9,10,1921,Fatal,QLD,"cairns, elford reef (26 miles east)",-16.9,146.2333333,tiger shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
27,11,1921,Fatal,QLD,"brisbane river, bulimba beach ",-27.43333333,153.15,bull shark,,Unprovoked,1,swimming,other: body not recovered,,Male,8
27,11,1921,Injured,QLD,"brisbane river, bulimba beach ",-27.43333333,153.15,bull shark,,Unprovoked,1,swimming,"leg, pelvic region",minor lacerations,Male,
11,12,1921,Injured,QLD,fitzroy river,-23.38333333,150.55,bull shark,,Unprovoked,1,swimming,torso,minor lacerations,Male,
12,1,1922,Injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,white shark,,Unprovoked,1,swimming,thigh,minor lacerations,Male,
15,1,1922,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,4,swimming,,major lacerations,Male,54
4,2,1922,Fatal,NSW,"coogee beach, sydney",-33.91666667,151.25,white shark,,Unprovoked,1,swimming,arm,major lacerations,Male,19
2,3,1922,Fatal,NSW,"coogee beach, sydney",-33.91666667,151.25,white shark,2.5,Unprovoked,1,swimming,"hand, torso",major lacerations,Male,21
5,12,1922,Fatal,QLD,"maryborough, pialba beach",-25.53333333,152.7,tiger shark,3,Unprovoked,1,swimming,torso,major lacerations,Male,
27,1,1923,Fatal,WA,"swan river, claremont",-31.96666667,115.7666667,bull shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,13
7,1,1923,Uninjured,NSW,"merewether beach, newcastle",-32.93333333,151.75,white shark,3.2,Provoked,1,swimming,other: uninjured,,Male,
18,3,1923,Injured,QLD,"townsville, ross creek",-19.23333333,146.8166667,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
22,5,1923,Fatal,QLD,great barrier reef (townsville area),-16.85,146.15,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,
22,5,1923,Injured,WA,"geraldton, southgate",-28.81666667,114.6166667,wobbegong,,Provoked,1,fishing,foot,other: teeth marks,Male,
29,6,1923,Injured,QLD,townsville area (gbr),-18.7,147.7666667,tiger shark,,Provoked,1,snorkelling,,major lacerations,Male,
16,6,1923,Fatal,NSW,"bellambi, wollongong",-34.35,150.9166667,white shark,,Unprovoked,3,swimming,other: body not recovered,,Male,50
16,10,1923,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,arm,major lacerations,Male,
24,11,1923,Fatal,WA,condon creek - broome (area),-20,119.35,tiger shark,,Provoked,,,other: body not recovered,major lacerations,Male,
24,11,1923,Fatal,WA,condon creek - broome (area),-20,119.35,tiger shark,,Provoked,,,other: half of body recovered,major lacerations,Male,
11,12,1923,Injured,NSW,"tweed river, murwillumbah",-28.31666667,153.4,bull shark,,Unprovoked,1,swimming,leg,minor lacerations,Male,
19,1,1924,Fatal,NSW,"parramatta river, camella, sydney",-33.8,151.0166667,bull shark,3.2,Unprovoked,1,swimming,"arm, torso, foot",major lacerations,Male,
9,2,1924,Injured,WA,bunbury,-33.31666667,115.6333333,wobbegong,0.9,Unprovoked,1,swimming,foot,minor lacerations,Male,
13,2,1924,Injured,NSW,"bronte beach, sydney",-33.9,151.2666667,white shark,,Unprovoked,1,swimming,"leg, foot",major lacerations,Female,30
25,4,1924,Fatal,NSW,"kiama, wollongong",-34.66666667,150.85,white shark,,Unprovoked,,swimming,,major lacerations,Male,20
18,10,1924,Injured,VIC,"town pier, port melbourne",-37.83333333,144.9333333,white shark,3,Unprovoked,1,swimming,leg,major lacerations,Male,
27,3,1925,Injured,NSW,"coogee beach, sydney",-33.91666667,151.25,white shark,,Unprovoked,1,swimming,leg,major lacerations,Male,16
12,3,1925,Fatal,NSW,newcastle beach,-32.91666667,151.7833333,white shark,3,Unprovoked,1,swimming,"arm, torso",major lacerations,Male,16
22,11,1925,Fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,tiger shark,4,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,55
18,3,1926,Fatal,SA,"brighton pier, adelaide",-34.9,137,white shark,4,Unprovoked,1,swimming,thigh,major lacerations,Female,
23,10,1926,Injured,NSW,"yamba, clarence river, maclean",-29.45,153.1833333,bull shark,,Unprovoked,1,swimming,,,Male,
17,11,1926,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,arm,minor lacerations,Male,
2,12,1926,Fatal,QLD,palm island,-18.71666667,146.5666667,tiger shark,,Provoked,1,snorkelling,,,Male,
1,1,1927,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,"torso, shoulder",minor lacerations,Male,
3,1,1927,Fatal,NSW,"greys point, port hacking",-34.05,151.0833333,tiger shark,4,Unprovoked,1,swimming,thigh,major lacerations,Male,15
9,2,1927,Uninjured,QLD,brisbane river,-27.46666667,153.0333333,bull shark,,Unprovoked,1,swimming,other: uninjured,,Male,
1,3,1927,Injured,NSW,"merewether beach, newcastle",-32.93333333,151.75,white shark,3,Unprovoked,1,swimming,"hand, pelvic region",major lacerations,Male,17
8,4,1927,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,1.8,Provoked,1,,leg,minor lacerations,Male,
10,4,1927,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,,snorkelling,leg,major lacerations,Male,
1,5,1927,Fatal,QLD,cairns (near),-17.21666667,145.9666667,tiger shark,,Unprovoked,1,swimming,leg,major lacerations,Male,
26,7,1927,Uninjured,WA,broome (area),-17.98333333,122.2333333,tiger shark,,Provoked,1,diving,other: uninjured,,Male,
27,1,1928,Fatal,QLD,"deliverance island, torres strait",-9.516666667,141.5666667,tiger shark,,Provoked,,,"arm, leg",major lacerations,Male,
20,2,1928,Fatal,QLD,"barrow point, 100 km north of cooktown",-14.15,144.5,tiger shark,,Provoked,,snorkelling,,,Male,
20,3,1928,Injured,QLD,great barrier reef (bowen area),-19.8,149.05,tiger shark,,Provoked,1,snorkelling,torso,minor lacerations,Male,
6,4,1928,Injured,QLD,"brisbane river, graceville",-27.51666667,152.9833333,bull shark,1.2,Unprovoked,1,swimming,leg,minor lacerations,Male,15
14,4,1928,Injured,NSW,"bondi beach north, sydney",-33.88333333,151.2666667,white shark,,Unprovoked,1,swimming,calf,major lacerations,Male,19
4,4,1928,Fatal,NSW,"bar beach, newcastle",-32.93333333,151.75,white shark,,Unprovoked,1,swimming,"hand, leg, torso",major lacerations,Male,27
11,7,1928,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,,Unprovoked,,swimming,"arm, torso",major lacerations,Male,
21,12,1928,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,,Provoked,1,snorkelling,"arm, hand",major lacerations,Male,
27,1,1929,Fatal,QLD,"magnetic island, alma bay",-19.13333333,146.8333333,tiger shark,,Unprovoked,1,swimming,"arm, torso",major lacerations,Male,18
1,1,1929,Injured,SA,adrossan beach,-34.41666667,137.9166667,wobbegong,,Provoked,1,fishing,leg,other: teeth marks,Male,
12,1,1929,Fatal,NSW,"bondi beach, sydney",-33.88333333,151.2666667,white shark,4.9,Unprovoked,1,swimming,thigh,major lacerations,Male,14
24,2,1929,Injured,NSW,jervis bay,-35.03333333,150.7166667,wobbegong,,Provoked,1,snorkelling,foot,minor lacerations,Male,
18,2,1929,Fatal,NSW,"maroubra beach, sydney",-33.93333333,151.25,white shark,,Unprovoked,1,swimming,"leg, hand",major lacerations,Male,19
8,2,1929,Fatal,NSW,"bondi beach, sydney",-33.88333333,151.2666667,white shark,,Unprovoked,1,swimming,thigh,major lacerations,Male,39
10,2,1929,Uninjured,SA,"glenelg, adelaide",-34.96666667,138.5,white shark,3.6,Unprovoked,1,unmotorised boating,other: uninjured,,Female,
26,3,1929,Injured,QLD,bowen (gbr),-19.51666667,148.8333333,,,Provoked,1,snorkelling,,major lacerations,Male,
3,3,1929,Injured,SA,adrossan beach,-34.41666667,137.9166667,wobbegong,,Unprovoked,1,unmotorised boating,leg,,Male,12
3,3,1929,Injured,SA,adrossan beach,-34.41666667,137.9166667,wobbegong,,Unprovoked,1,unmotorised boating,foot,,Male,12
12,3,1929,Fatal,QLD,"torres strait, dauan island",-9.416666667,142.5333333,tiger shark,,Unprovoked,,swimming,,,Male,
16,4,1929,Injured,QLD,mackay,-21,149.8833333,tiger shark,,Provoked,1,snorkelling,"arm, hand",major lacerations,Male,
11,4,1929,Injured,QLD,"bribie passage, pumicestone channel",-26.98333333,153.0666667,bull shark,1.5,Provoked,1,fishing,leg,major lacerations,Male,21
9,4,1929,Fatal,QLD,"torres strait, badu island",-10.11666667,142.1333333,tiger shark,,Unprovoked,,swimming,thigh,major lacerations,Male,
31,5,1929,Injured,QLD,"torres strait, coconut island",-10.05,143.0666667,tiger shark,,Provoked,1,snorkelling,"leg, pelvic region",major lacerations,Male,
21,9,1929,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,spearfishing,leg,major lacerations,Male,
1,9,1929,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,,swimming,leg,major lacerations,Male,42
20,10,1929,Injured,QLD,"torres strait, badu island",-10.11666667,142.1333333,tiger shark,,Unprovoked,,swimming,foot,major lacerations,Male,
3,12,1929,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,,swimming,"torso, leg",major lacerations,Male,50
16,12,1929,Injured,NSW,"collaroy beach, sydney",-33.71666667,151.3,wobbegong,,Unprovoked,1,swimming,leg,minor lacerations,Female,17
26,12,1929,Fatal,NSW,"balmain, white bay, sydney harbour",-33.85,151.1833333,bull shark,,Unprovoked,1,swimming,"arm, leg, pelvic region",major lacerations,Male,16
13,12,1929,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,,swimming,"arm, torso",major lacerations,Male,
23,12,1929,Uninjured,QLD,coolangatta beach,-28.16666667,153.5333333,,,Unprovoked,1,swimming,other: uninjured,,Male,
1,1,1930,Injured,QLD,"torres strait, moa island",-10.15,142.1833333,tiger shark,,Provoked,1,spearfishing,arm,major lacerations,Male,
15,2,1930,Fatal,VIC,"port philip bay, middle brighton pier",-37.9,144.9833333,white shark,5,Unprovoked,1,swimming,other: body not recovered,,Male,19
20,2,1930,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,,swimming,"arm, torso",major lacerations,Male,
4,6,1930,Fatal,QLD,"torres strait, mabuiag island",-9.95,142.1833333,tiger shark,,Unprovoked,,swimming,,,Male,
1,7,1930,Fatal,QLD,"torres strait, badu island",-10.25,142.1,tiger shark,,Provoked,,snorkelling,,,Male,16
31,8,1930,Injured,WA,geraldton,-28.76666667,114.6,wobbegong,0.6,Provoked,1,fishing,leg,other: teeth marks,Male,
25,12,1930,Injured,NSW,"homebush bay, parramatta river, sydney",-33.83333333,151.0666667,bull shark,,Unprovoked,1,swimming,torso,abrasion,Male,49
10,1,1931,Injured,NSW,"spit bridge, middle harbour sydney",-33.8,151.2333333,wobbegong,,Provoked,1,fishing,foot,minor lacerations,Male,
7,1,1931,Injured,QLD,yeppoon,-23.11666667,150.7333333,tiger shark,1.5,Unprovoked,1,swimming,torso,minor lacerations,Male,18
14,1,1931,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,,Provoked,,snorkelling,"leg, pelvic region",major lacerations,Male,
24,1,1931,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,snorkelling,,,Male,
22,3,1931,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Provoked,1,swimming,thigh,major lacerations,Male,19
26,11,1931,Injured,QLD,innisfail,-17.53333333,146.0166667,tiger shark,4,Provoked,1,snorkelling,leg,major lacerations,Male,
27,1,1932,Injured,QLD,"brisbane river, bremer river",-27.6,152.7666667,bull shark,,Unprovoked,1,swimming,thigh,minor lacerations,Male,
13,2,1932,Injured,QLD,calliope river,-23.83333333,151.2166667,bull shark,,Provoked,1,fishing,foot,minor lacerations,Male,
24,2,1932,Injured,NSW,bellambi jetty,-34.36666667,150.9166667,wobbegong,,Provoked,1,fishing,foot,minor lacerations,Male,
1,5,1932,Injured,QLD,cairns,-16.91666667,145.7666667,tiger shark,,Provoked,,snorkelling,arm,major lacerations,Male,
12,5,1932,Fatal,QLD,"torres strait, warrior reef",-9.4,142.6666667,tiger shark,,Unprovoked,,swimming,,,Male,
9,8,1932,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,,swimming,"leg, pelvic region",major lacerations,Male,
31,10,1932,Injured,NSW,"redhead beach, newcastle",-33,151.7166667,white shark,4,Unprovoked,1,swimming,torso,minor lacerations,Male,24
9,12,1932,Injured,NT,arnhem land (coastal area),-11.93333333,132.6166667,tiger shark,,Unprovoked,,swimming,leg,major lacerations,Male,
4,1,1933,Fatal,QLD,"townsville, strand beach",-19.25,146.8166667,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,38
7,2,1933,Uninjured,WA,"swan river, pelican rock",-31.96666667,115.85,bull shark,2.1,Provoked,1,fishing,other: uninjured,,Male,
15,2,1933,Injured,QLD,"barrow point, 100km north of cooktown",-14.15,144.5,tiger shark,4.2,Provoked,1,snorkelling,"arm, shoulder",major lacerations,Male,
31,3,1933,Injured,QLD,mackay (50 miles off - gbr),-20.96666667,149.75,tiger shark,2.1,Provoked,1,snorkelling,leg,major lacerations,Male,
27,6,1933,Uninjured,NT,"darwin, fanny bay",-12.45,130.8333333,,,Provoked,1,fishing,other: uninjured,,Male,
12,6,1933,Injured,QLD,"currumbin creek, currumbin",-28.13333333,153.4666667,bull shark,,Unprovoked,1,swimming,leg,abrasion,Male,
3,7,1933,Uninjured,WA,broome,-17.96666667,122.1666667,tiger shark,,Provoked,1,diving,other: uninjured,,Male,
5,9,1933,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,snorkelling,thigh,major lacerations,Male,
18,10,1933,Injured,QLD,"barrow point, 100 km north of cooktown",-14.15,144.5,tiger shark,,Provoked,1,snorkelling,"arm, hand",major lacerations,Male,17
1,10,1933,Injured,NSW,evans head,-29.1,153.4333333,wobbegong,,Provoked,1,swimming,foot,minor lacerations,Male,
27,1,1934,Injured,NSW,"georges river,",-33.98333333,151.0666667,bull shark,3,Unprovoked,1,swimming,"arm, torso",minor lacerations,Male,15
7,1,1934,Injured,NSW,"queenscliff beach, sydney",-33.78333333,151.2833333,white shark,4,Unprovoked,1,swimming,leg,major lacerations,Male,22
1,1,1934,Uninjured,QLD,"gloucester island, bowen",-20,148.45,tiger shark,,Provoked,1,snorkelling,other: uninjured,,Male,
24,2,1934,Injured,QLD,"torres strait, adolphus channel ",-10.6,142.6166667,tiger shark,2.8,Provoked,2,spearfishing,thigh,abrasion,Male,
12,3,1934,Fatal,NSW,"dee why beach, sydney",-33.75,151.3,white shark,4,Unprovoked,1,swimming,"leg, pelvic region",major lacerations,Male,17
15,4,1934,Injured,QLD,"currumbin beach, gold coast",-28.15,153.4833333,tiger shark,2,Unprovoked,1,swimming,calf,minor lacerations,Male,34
1,4,1934,Fatal,NSW,"manly, north steyne, sydney",-33.78333333,151.2833333,white shark,3.5,Unprovoked,1,swimming,"leg, torso",major lacerations,Male,16
26,8,1934,Fatal,QLD,"cardwell, off eva island",-18.23333333,146.3166667,tiger shark,,Unprovoked,3,swimming,torso,,Male,
2,10,1934,Fatal,QLD,"torres strait, warrior reef",-9.966666667,143.2666667,tiger shark,,Provoked,,snorkelling,arm,major lacerations,Male,
9,10,1934,Fatal,NT,"red cliff, cobourg peninsula",-11.66666667,132.5166667,tiger shark,4.5,Unprovoked,1,swimming,"arm, torso, thigh",major lacerations,Female,
31,12,1934,Injured,NSW,"georges river, milpera, sydney",-33.95,151.9666667,bull shark,3.6,Unprovoked,1,swimming,arm,major lacerations,Female,13
31,12,1934,Fatal,NSW,"georges river, milperra bridge",-33.93333333,150.9666667,bull shark,3.6,Unprovoked,1,swimming,calf,major lacerations,Male,20
23,12,1934,Fatal,NSW,"brisbane waters, woy woy",-33.48333333,151.3,bull shark,,Unprovoked,1,swimming,torso,,Male,14
23,12,1934,Injured,NSW,"brisbane waters, woy woy",-33.48333333,151.3,bull shark,,Unprovoked,1,swimming,leg,abrasion,Female,12
1,1,1935,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,,swimming,,,Male,
14,2,1935,Injured,NSW,"austinmer beach, wollongong",-34.3,150.9333333,white shark,,Unprovoked,1,boarding,thigh,minor lacerations,Male,20
9,3,1935,Fatal,NSW,"maroubra beach, sydney",-33.93333333,151.25,white shark,4.2,Unprovoked,1,swimming,"arm, torso, pelvic region",major lacerations,Male,
30,3,1935,Injured,QLD,mackay (100 mile south),-21.16666667,149.2333333,whaler shark,,Unprovoked,1,snorkelling,"leg, pelvic region",other: teeth marks,Male,
18,3,1935,Injured,QLD,lizard island,-14.66666667,145.45,tiger shark,3.2,Provoked,1,snorkelling,"hand, thigh",major lacerations,Male,
2,3,1935,Fatal,NSW,"north narrabeen, sydney",-33.7,151.3,white shark,4.2,Unprovoked,1,swimming,thigh,major lacerations,Male,22
12,5,1935,Injured,QLD,"torres strait, warrior reef",-9.4,142.6666667,whaler shark,,Provoked,,snorkelling,"arm, hand",minor lacerations,Male,
13,8,1935,Fatal,QLD,"torres strait, yule entrance",-9.4,142.6666667,tiger shark,,Provoked,1,snorkelling,thigh,major lacerations,Male,
13,11,1935,Injured,QLD,innisfail (near),-17.53333333,146.0166667,tiger shark,,Provoked,1,snorkelling,"arm, shoulder",minor lacerations,Male,
1,1,1936,Uninjured,NSW,"bondi beach north, sydney",-33.88333333,151.2666667,white shark,3.5,Provoked,1,boarding,other: uninjured,,Male,
1,1,1936,Injured,WA,"depuch island, cossack creek, dampier",-20.66666667,117.1833333,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,
22,1,1936,Fatal,SA,"west beach, adelaide",-34.9,137,white shark,,Unprovoked,1,swimming,torso,,Male,16
4,2,1936,Fatal,NSW,"manly, south steyne,  sydney",-33.78333333,151.2833333,white shark,6,Unprovoked,1,swimming,other: body not recovered,,Male,14
19,2,1936,Uninjured,QLD,brisbane river,-27.43333333,153.0833333,bull shark,3.1,Unprovoked,1,unmotorised boating,other: uninjured,,Male,
29,3,1936,Injured,QLD,cape direction,-12.78333333,143.6,tiger shark,,Provoked,1,snorkelling,arm,major lacerations,Male,
19,3,1936,Injured,QLD,forbes island,-12.16666667,143.3833333,whaler shark,,Unprovoked,,swimming,"arm, hand",minor lacerations,Male,
21,4,1936,Injured,QLD,"arlington reef, green island",-16.7,146.05,tiger shark,4,Provoked,1,snorkelling,"arm, torso, foot",major lacerations,Male,16
28,5,1936,Injured,QLD,mackay reef (area),-20.81666667,149.4833333,,,Provoked,,snorkelling,leg,major lacerations,Male,
26,6,1936,Fatal,QLD,"torres strait, nepean island ",-10.6,142.2166667,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,16
4,7,1936,Injured,QLD,mackay (reef area),-20.81666667,149.4833333,tiger shark,,Provoked,1,snorkelling,torso,major lacerations,Male,
24,8,1936,Injured,QLD,"torres strait, mabuiag island",-9.95,142.1833333,whaler shark,,Provoked,,snorkelling,foot,other: teeth marks,Male,
20,11,1936,Injured,WA,rottnest island,-31.98333333,115.5333333,wobbegong,,Provoked,1,swimming,leg,minor lacerations,Male,
19,11,1936,Injured,NSW,"botany bay, brighton-le-sands",-33.95,151.15,wobbegong,1.2,Unprovoked,1,swimming,foot,minor lacerations,Male,16
12,12,1936,Fatal,NSW,"throsby creek, newcastle",-32.9,151.75,bull shark,3,Unprovoked,1,swimming,leg,major lacerations,Male,16
1,1,1937,Injured,QLD,torres strait,-10.58333333,142.2166667,tiger shark,,Unprovoked,,swimming,,major lacerations,Male,
13,2,1937,Fatal,NSW,"bar beach, newcastle",-32.93333333,151.75,white shark,,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,32
11,2,1937,Injured,NSW,smoky cape lighthouse,-30.91666667,153.0833333,wobbegong,,Unprovoked,1,swimming,foot,minor lacerations,Male,
15,5,1937,Fatal,QLD,"townsville, ross creek",-19.45,146.6,bull shark,,Unprovoked,,swimming,"leg, hand",major lacerations,Male,33
31,8,1937,Injured,QLD,"torres strait, mabuiag island",-9.95,142.1833333,tiger shark,,Provoked,1,snorkelling,head,major lacerations,Male,
24,10,1937,Injured,NSW,byron bay beach,-28.63333333,153.6166667,white shark,3,Unprovoked,1,swimming,torso,other: teeth marks,Male,16
27,10,1937,Fatal,QLD,"kirra beach, coolangatta",-28.16666667,153.5166667,tiger shark,4.6,Unprovoked,1,swimming,"arm, torso, leg",major lacerations,Male,18
27,10,1937,Fatal,QLD,"kirra beach, coolangatta",-28.16666667,153.5166667,tiger shark,4.6,Unprovoked,1,swimming,torso,major lacerations,Male,18
20,11,1937,Injured,QLD,"fitzroy river, rockhampton",-23.38333333,150.5166667,bull shark,,Unprovoked,1,swimming,leg,abrasion,Male,
11,11,1937,Injured,QLD,hinchinbrook channel,-18.53333333,146.2333333,tiger shark,,Provoked,1,snorkelling,"calf, foot",major lacerations,Male,17
1,1,1938,Injured,QLD,brook island nr townsville,-18.13333333,146.25,tiger shark,2.7,Provoked,1,fishing,thigh,major lacerations,Male,
14,1,1938,Injured,NSW,"lady martins beach, sydney harbour",-33.85,151.25,bull shark,1.7,Provoked,1,swimming,"leg, foot",major lacerations,Male,24
2,1,1938,Uninjured,NSW,"cronulla beach, sydney",-34.03333333,151.15,white shark,3.6,Unprovoked,1,boarding,other: uninjured,,Male,
8,3,1938,Injured,NT,liverpool river,-12.03333333,134.2,whaler shark,,Unprovoked,1,unmotorised boating,leg,major lacerations,Male,
11,6,1938,Fatal,QLD,thursday island area (unknown location),-10.56666667,142.1666667,,,Provoked,,diving,other: body not recovered,,Male,
10,7,1938,Fatal,NT,bathurst island,-11.4,130.4,whaler shark,,Provoked,,diving,other: body not recovered,,Male,
11,10,1938,Injured,QLD,"moreton bay, wynnum",-27.43333333,153.1666667,tiger shark,1.8,Provoked,1,fishing,foot,minor lacerations,Male,
14,11,1938,Injured,QLD,"cribb island, brisbane",-27.35,153.1166667,wobbegong,1.2,Provoked,1,swimming,foot,other: teeth marks,Male,
12,1,1939,Uninjured,NSW,"yamba, clarence river",-29.41666667,152.3333333,bull shark,2.1,Provoked,1,fishing,other: uninjured,,Male,11
25,9,1939,Injured,QLD,"torres strait, mabuig island",-9.95,142.1666667,tiger shark,,Provoked,1,snorkelling,leg,major lacerations,Male,17
1,10,1939,Injured,QLD,"double island beach, cairns",-16.71666667,154.6833333,,,Unprovoked,1,swimming,foot,major lacerations,Male,
24,10,1939,Injured,QLD,"restoration rock, portland road",-12.61666667,143.45,tiger shark,4.3,Provoked,1,snorkelling,thigh,major lacerations,Male,27
28,12,1939,Injured,NSW,georges river,-33.98333333,151.0666667,bull shark,1.8,Unprovoked,1,swimming,leg,surface wound,Male,40
14,12,1939,Fatal,QLD,"mackay, rubbish dump creek, pioneer river",-21.16666667,149.2333333,bull shark,2.6,Unprovoked,1,swimming,"leg, foot",major lacerations,Male,20
1,1,1940,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Provoked,1,snorkelling,head,major lacerations,Male,
30,1,1940,Injured,QLD,"brisbane river, dutton park",-27.48333333,153.0166667,bull shark,,Unprovoked,1,swimming,"torso, shoulder",minor lacerations,Male,17
15,1,1940,Injured,QLD,"southport, surfers paradise",-28,153.4166667,tiger shark,,Unprovoked,1,swimming,"arm, torso",minor lacerations,Male,22
23,1,1940,Fatal,NSW,"botany bay, brighton-le-sands",-33.95,151.15,tiger shark,3.1,Unprovoked,1,swimming,"torso, leg",major lacerations,Male,13
4,2,1940,Fatal,NSW,"botany bay, brighton-le-sands",-33.95,151.15,bull shark,,Unprovoked,1,swimming,arm,major lacerations,Male,55
20,3,1940,Injured,NSW,"gerringong, wollongong",-34.73333333,150.8333333,wobbegong,,Provoked,1,snorkelling,foot,minor lacerations,Male,
28,5,1940,Injured,QLD,mackay,-21.4,150.5333333,tiger shark,,Unprovoked,1,swimming,,minor lacerations,Male,56
28,12,1940,Fatal,NSW,"stockton beach, newcastle",-32.85,151.8333333,tiger shark,,Unprovoked,1,swimming,torso,major lacerations,Male,23
8,10,1941,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,tiger shark,,Unprovoked,1,swimming,,,Male,
15,10,1941,Fatal,QLD,"torres strait, badu island",-10.11666667,142.1333333,tiger shark,,Unprovoked,1,swimming,,,Male,
19,11,1941,Injured,WA,off carnarvon,-26.46666667,110.2666667,,,Unprovoked,1,swimming,leg,minor lacerations,Male,
5,12,1941,Injured,WA,"the facine, carnarvon",-24.88333333,113.65,bull shark,,Unprovoked,1,swimming,foot,major lacerations,Male,
