Day,Month,IncidentYear,VictimInjury,State,Location,latitude,longitude,SharkType,SharkLength(m),Provoked,SharkCount,VictimActivity,InjuryLocation,InjurySeverity,VictimGender,VictimAge
11,1,2003,Injured,NSW,"coogee beach, sydney",-33.91666667,151.25,wobbegong,,Unprovoked,1,swimming,leg,minor lacerations,Male,24
1,1,2003,Uninjured,SA,sheringa beach,-33.86666667,135.1666667,white shark,2.5,Unprovoked,1,boarding,other: uninjured,,Female,
16,2,2003,Injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,wobbegong,,Unprovoked,1,other: standing in water,foot,minor lacerations,Male,37
8,2,2003,Fatal,QLD,"burleigh lake, goldcoast canal",-28.1,153.1,bull shark,2.2,Unprovoked,1,swimming,leg,major lacerations,Male,84
23,3,2003,Injured,NSW,"yamba, turner's beach",-29.41666667,153.35,whaler shark,,Unprovoked,1,boarding,foot,other: teeth marks,Male,
5,3,2003,Injured,WA,mandurah,-32.53333333,115.7166667,wobbegong,1.2,Provoked,1,diving,"torso, pelvic region",other: teeth marks,Male,
25,7,2003,Uninjured,NT,"nhulunbuy, bremmer island",-12.18333333,136.7666667,tiger shark,,Unprovoked,1,unmotorised boating,other: uninjured,,Male,37
1,10,2003,Injured,NSW,"coff's harbour, charlesworth beach",-30.28333333,153.1333333,wobbegong,1.2,Unprovoked,1,boarding,foot,minor lacerations,Male,12
31,10,2003,Injured,NSW,"seal rocks, lighthouse beach",-32.43333333,152.5166667,wobbegong,1.5,Unprovoked,1,boarding,foot,minor lacerations,Male,22
30,11,2003,Injured,WA,"margaret river, mainbreak",-33.63333333,114.9833333,wobbegong,1.3,Provoked,1,swimming,thigh,abrasion,Male,15
30,11,2003,Injured,WA,"margaret river, mainbreak",-33.96666667,114.9833333,wobbegong,1.3,Provoked,1,swimming,"leg, hand",abrasion,Male,15
8,12,2003,Injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,wobbegong,0.7,Provoked,1,spearfishing,leg,other: teeth marks,Male,34
8,12,2003,Uninjured,VIC,"ocean grove, collendina",-38.26666667,144.5333333,whaler shark,,Unprovoked,1,swimming,other: uninjured,,Male,
14,1,2004,Injured,WA,gnarabup beach,-33.98333333,114.9833333,wobbegong,1,Unprovoked,1,swimming,"torso, pelvic region",other: teeth marks,Male,
12,1,2004,Uninjured,NSW,"shellharbour, bass point, wollongong",-34.56666667,150.8666667,whaler shark,3,Unprovoked,1,diving,other: uninjured,,Male,
3,1,2004,Injured,NSW,"nambucca heads, scott's head beach",-30.56666667,152.9833333,wobbegong,,Unprovoked,1,swimming,calf,other: teeth marks,Male,8
15,1,2004,Injured,NSW,nambucca heads,-30.63333333,153.0166667,wobbegong,,Unprovoked,1,swimming,"torso, pelvic region",other: teeth marks,Female,
25,1,2004,Injured,WA,"binningup beach, bunbury",-33.13333333,115.6833333,white shark,4.5,Provoked,1,spearfishing,leg,major lacerations,Male,46
10,2,2004,Uninjured,VIC,"bridgewater bay, portland",-38.36666667,144.75,white shark,4,Provoked,1,diving,other: uninjured,,Male,
10,2,2004,Injured,NSW,caves beach,-33.1,151.65,blind shark,0.6,Provoked,1,spearfishing,foot,abrasion,Male,22
22,2,2004,Injured,WA,waterman beach,-31.85,115.75,wobbegong,0.4,Unprovoked,1,snorkelling,calf,other: teeth marks,Female,7
22,2,2004,Injured,WA,waterman beach,-31.85,115.75,wobbegong,0.4,Unprovoked,1,snorkelling,leg,other: teeth marks,Male,38
6,3,2004,Injured,WA,"cervantes, nr jurien bay",-30.25,115.0166667,bronze whaler shark,1.5,Provoked,1,spearfishing,leg,other: teeth marks,Male,47
26,4,2004,Injured,NSW,"forster, latitude reef",-32.2,152.55,wobbegong,1.2,Unprovoked,1,diving,"arm, hand",other: teeth marks,Male,
20,4,2004,Injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,wobbegong,1,Unprovoked,1,snorkelling,thigh,other: teeth marks,Male,
26,6,2004,Uninjured,WA,floreat beach,-31.91666667,115.75,white shark,5,Provoked,1,diving,other: uninjured,,Male,
10,6,2004,Injured,WA,bunbury back beach,-33.33333333,115.6333333,white shark,3,Unprovoked,1,boarding,foot,minor lacerations,Male,17
11,7,2004,Injured,WA,rottnest island,-31.98333333,115.5333333,wobbegong,1,Unprovoked,1,diving,calf,other: teeth marks,Male,33
10,7,2004,Fatal,WA,"margaret river, gracetown",-33.85,114.9833333,white shark,5,Unprovoked,2,boarding,"leg, pelvic region",major lacerations,Male,29
4,8,2004,Injured,NSW,"byron bay, tallows beach",-28.63333333,153.6166667,grey nurse shark,2.4,Provoked,1,spearfishing,foot,other: teeth marks,Male,42
28,8,2004,Uninjured,VIC,"flinders, gunnery surf break",-38.46666667,145.0166667,white shark,2,Unprovoked,1,boarding,other: uninjured,,Male,33
25,9,2004,Uninjured,QLD,batt reef,-16.4,145.7666667,tiger shark,3,Provoked,1,snorkelling,other: uninjured,,Male,
21,10,2004,Injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,white shark,2.5,Unprovoked,1,boarding,foot,minor lacerations,Male,59
6,11,2004,Injured,NSW,"saltwater beach, nr taree",-32.01666667,152.5333333,wobbegong,1.2,Unprovoked,1,boarding,"arm, hand",minor lacerations,Male,14
11,12,2004,Fatal,QLD,opal reef off cairns,-16.21666667,145.8833333,tiger shark,,Provoked,1,spearfishing,thigh,major lacerations,Male,38
16,12,2004,Fatal,SA,"west beach, adelaide",-34.9,137,white shark,5,Unprovoked,1,boarding,torso,,Male,18
19,1,2005,Uninjured,VIC,"port phillip bay, rickett's point",-37.98333333,145.0166667,white shark,3,Provoked,1,spearfishing,other: uninjured,,Male,
26,2,2005,Injured,QLD,"brisbane river, karalee",-27.55,152.8166667,bull shark,1.5,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,18
25,3,2005,Uninjured,NSW,"crackneck point, bateau bay",-33.38333333,151.4833333,white shark,4,Unprovoked,1,boarding,other: uninjured,,Male,31
19,3,2005,Fatal,WA,"houtman abrolhos, off geraldton",-28.71666667,113.7833333,white shark,6,Unprovoked,1,snorkelling,torso,,Male,26
16,4,2005,Injured,NT,"nhulunbuy, bremmer island",-12.11666667,136.8,whaler shark,2,Provoked,1,spearfishing,head,other: teeth marks,Male,20
16,4,2005,Uninjured,NSW,"bronte beach, sydney",-33.9,151.2666667,white shark,1.5,Unprovoked,1,boarding,other: uninjured,,Male,40
16,5,2005,Injured,QLD,townsville (50km off shore),-19.35,147.3666667,blacktip reef shark,2,Provoked,2,spearfishing,"arm, hand",minor lacerations,Male,
24,8,2005,Fatal,SA,"glenelg, adelaide",-34.96666667,138.5,white shark,5,Unprovoked,1,diving,torso,,Male,23
24,9,2005,Uninjured,NSW,"south west rocks, little bay",-30.88333333,153.0833333,tiger shark,3,Unprovoked,1,boarding,other: uninjured,,Male,28
7,9,2005,Injured,NSW,"coff's harbour, park beach",-30.3,153.1333333,wobbegong,,Unprovoked,1,boarding,foot,minor lacerations,Male,15
23,9,2005,Uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,44
25,9,2005,Injured,SA,"cape de couedic, kangaroo is",-35.08333333,137.5333333,white shark,5,Unprovoked,1,boarding,"arm, leg",minor lacerations,Male,26
4,9,2005,Injured,SA,fishery bay nr port lincoln,-34.83333333,135.6833333,white shark,,Unprovoked,1,boarding,"arm, leg",minor lacerations,Male,40
25,11,2005,Injured,VIC,"flinders, western port bay",-38.46666667,145.0166667,white shark,1.8,Unprovoked,1,boarding,calf,minor lacerations,Male,18
12,11,2005,Uninjured,QLD,"moreton island, henderson's shoal ",-27.18333333,153.4,bronze whaler shark,2.5,Unprovoked,3,diving,other: uninjured,,Male,57
11,12,2005,Injured,QLD,port douglas,-16.48333333,145.45,whitetip reef shark,1.5,Provoked,2,spearfishing,arm,major lacerations,Male,44
7,1,2006,Fatal,QLD,"stradbroke island, north",-27.4,153.4333333,bull shark,2,Unprovoked,1,swimming,"leg, hand",major lacerations,Female,21
15,1,2006,Injured,WA,"city beach, perth",-31.93333333,115.75,white shark,3.3,Provoked,1,spearfishing,arm,minor lacerations,Male,52
13,2,2006,Injured,QLD,"caloundra, golden beach",-26.8,153.1333333,wobbegong,,Unprovoked,1,other: standing in water,foot,minor lacerations,Male,18
15,3,2006,Uninjured,NSW,"bondi beach (south end), sydney",-33.88333333,151.2666667,whaler shark,2.5,Unprovoked,1,boarding,other: uninjured,,Male,
11,4,2006,Injured,NSW,"cowrie hole, newcastle",-32.91666667,151.7833333,wobbegong,,Unprovoked,1,boarding,foot,other: teeth marks,Male,15
2,5,2006,Injured,QLD,"caloundra, moffat beach",-26.68333333,153.1333333,wobbegong,2,Provoked,1,diving,torso,minor lacerations,Male,46
11,8,2006,Uninjured,NSW,"coogee, lurline bay, sydney",-33.9,151.2666667,white shark,3,Provoked,1,spearfishing,other: uninjured,,Male,
2,12,2006,Injured,WA,"orleans bay, nr esperance",-33.91666667,122.5833333,white shark,5,Unprovoked,1,boarding,leg,major lacerations,Male,15
2,12,2006,Uninjured,WA,"enderby island, dampier",-20.36666667,116.8666667,grey reef shark,,Provoked,1,spearfishing,other: uninjured,,Male,
18,12,2006,Injured,VIC,"bells beach, winkipop reef",-38.36666667,144.2666667,white shark,3,Unprovoked,1,boarding,leg,minor lacerations,Male,25
9,1,2007,Uninjured,NSW,"sandbar beach, smiths lakes",-32.38333333,152.5166667,white shark,2.8,Unprovoked,1,boarding,other: uninjured,,Male,44
23,1,2007,Injured,NSW,cape howe ,-37.5,149.9666667,white shark,3,Provoked,1,diving,"head, torso",minor lacerations,Male,41
3,2,2007,Injured,NSW,"ballina, angels beach ",-28.83333333,153.6,white shark,2,Unprovoked,1,boarding,foot,minor lacerations,Male,26
20,3,2007,Injured,NSW,"brunswick head, south golden beach",-28.53333333,153.55,white shark,1.6,Unprovoked,1,boarding,"arm, hand",minor lacerations,Female,42
12,3,2007,Injured,QLD,moore park beach,-24.71666667,152.2666667,bull shark,2.3,Unprovoked,1,swimming,"leg, foot",major lacerations,Female,59
26,4,2007,Injured,QLD,mornington island,-16.55,139.4,,1.5,Unprovoked,1,swimming,foot,minor lacerations,Female,12
16,5,2007,Injured,WA,"warra beach, nr coral bay",-23.13333333,113.7666667,whitetip reef shark,2.5,Provoked,1,swimming,foot,major lacerations,Female,38
5,6,2007,Injured,NSW,"crescent heads, shelly beach",-31.18333333,152.9666667,bull shark,,Unprovoked,1,boarding,"leg, foot",major lacerations,Male,
14,7,2007,Injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,wobbegong,1,Unprovoked,1,diving,thigh,other: teeth marks,Male,30
5,7,2007,Uninjured,WA,"exmouth, dunnes surf beach",-21.95,114.1166667,white shark,2.8,Unprovoked,1,boarding,other: uninjured,,Male,48
20,7,2007,Injured,WA,cocos (keeling) islands,-12.15,96.81666667,wobbegong,1.5,Provoked,1,swimming,calf,minor lacerations,Male,15
13,10,2007,Injured,QLD,"cairns, holmes reef north of cairns",-16.91666667,145.7666667,whaler shark,1.8,Provoked,1,spearfishing,calf,major lacerations,Male,31
15,10,2007,Injured,NSW,"byron bay, the pass",-28.63333333,153.6166667,white shark,2.5,Unprovoked,1,boarding,"arm, hand",minor lacerations,Female,52
8,11,2007,Uninjured,NSW,"byron bay, wategos beach",-28.63333333,153.6,white shark,1.8,Unprovoked,1,boarding,other: uninjured,,Male,
11,12,2007,Injured,NSW,"maroubra beach, sydney",-33.9495,151.2437,wobbegong,,Unprovoked,1,surfing,"leg, foot",minor lacerations,Male,14
15,12,2007,Injured,QLD,"broadwater, gold coast",-27.93333333,153.4166667,whaler shark,0.6,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,13
18,12,2007,Injured,NSW,port stephens (inside headland),-32.68333333,152.1833333,white shark,,Unprovoked,1,boarding,"torso, pelvic region",minor lacerations,Male,31
1,1,2008,Uninjured,TAS,"pipers river mouth, waymouth",-41,147.1333333,white shark,3,Unprovoked,1,unmotorised boating,other: uninjured,,Male,
28,1,2008,Injured,NSW,"tweed heads, turtle sanctuary, cook island",-28.18333333,153.5666667,wobbegong,1.3,Unprovoked,1,diving,thigh,other: teeth marks,Male,
29,1,2008,Injured,WA,rottnest island,-31.98333333,115.5333333,wobbegong,1,Unprovoked,1,swimming,calf,other: teeth marks,Male,42
18,2,2008,Injured,VIC,"shallow inlet, wilson's promontory",-38.83333333,146.1666667,wobbegong,0.6,Unprovoked,1,swimming,foot,minor lacerations,Female,66
17,4,2008,Injured,QLD,"greenmount beach, coolangatta",-28.15,153.5333333,wobbegong,,Unprovoked,1,other: standing in water,thigh,other: teeth marks,Male,
8,4,2008,Fatal,NSW,"ballina, lighthouse beach",-28.86666667,153.5666667,bull shark,2.8,Unprovoked,1,boarding,"thigh, calf",major lacerations,Male,16
16,4,2008,Injured,WA,"yallingup, south perth",-33.63333333,115,wobbegong,0.8,Provoked,1,swimming,"calf, thigh, pelvic region",surface wound,Female,
10,5,2008,Injured,WA,"albany, middleton beach",-35.01666667,117.9166667,white shark,4,Unprovoked,1,swimming,calf,major lacerations,Male,37
30,7,2008,Uninjured,VIC,"levys beach, warrnambool",-38.38333333,142.4833333,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,31
30,8,2008,Uninjured,NSW,"byron bay, tallow beach",-28.63333333,153.6166667,white shark,4,Unprovoked,1,boarding,other: uninjured,,Male,30
7,9,2008,Uninjured,NSW,"byron bay, clarkes beach",-28.63333333,153.6166667,white shark,2.8,Unprovoked,1,boarding,other: uninjured,,Male,51
28,12,2008,Uninjured,NSW,seal rocks,-32.43333333,152.5166667,whaler shark,2,Unprovoked,1,boarding,other: uninjured,,Male,10
27,12,2008,Fatal,WA,"port kennedy beach, perth",-32.35,115.7166667,white shark,5.5,Provoked,1,snorkelling,other: body not recovered,,Male,52
27,12,2008,Uninjured,NSW,"long reef, sydney",-33.73333333,151.3166667,white shark,5,Provoked,1,unmotorised boating,other: uninjured,,Male,29
12,1,2009,Injured,NSW,"windang, lake illawarra, wollongong",-34.53333333,150.8666667,dusky shark,,Provoked,1,spearfishing,leg,major lacerations,Male,25
1,1,2009,Injured,QLD,osprey reef,-13.91666667,146.6166667,grey reef shark,2,Provoked,10,diving,calf,minor lacerations,Male,
11,1,2009,Injured,NSW,"dreamtime beach, fingal head",-28.18333333,153.55,white shark,2,Unprovoked,1,boarding,leg,major lacerations,Male,31
11,1,2009,Injured,TAS,"baileys rock, binalong bay",-41.23333333,148.3,white shark,5,Unprovoked,1,boarding,leg,major lacerations,Female,13
24,1,2009,Injured,NSW,"surf beach, bateman's bay",-35.76,150.2053,unknown,,Unprovoked,1,swimming,"arm, hand",minor lacerations,Male,19
18,2,2009,Uninjured,NSW,"port macquarie, shelley beach",-31.45,152.9166667,white shark,3,Unprovoked,1,boarding,other: uninjured,,Male,24
11,2,2009,Injured,NSW,"woolloomooloo bay, sydney harbour",-33.85,151.2166667,bull shark,2.7,Unprovoked,1,diving,"leg, hand",major lacerations,Male,31
7,2,2009,Uninjured,NSW,"minnie waters, sandon beach",-29.76666667,153.2833333,white shark,,Unprovoked,1,boarding,other: uninjured,,Male,
12,2,2009,Injured,NSW,"bondi beach, sydney",-33.88333333,151.2666667,white shark,2.5,Unprovoked,1,boarding,"arm, hand",major lacerations,Male,33
7,2,2009,Uninjured,NSW,"cellito beach, north coast",-32.38333333,152.5166667,white shark,4,Unprovoked,1,boarding,other: uninjured,,Male,41
1,3,2009,Injured,NSW,avalon beach,-33.63333333,151.3166667,white shark,3,Unprovoked,1,boarding,leg,major lacerations,Male,15
19,3,2009,Uninjured,NSW,"broulee beach north, batemans bay",-35.85,150.1666667,whaler shark,1.9,Unprovoked,1,boarding,other: uninjured,,Female,47
23,3,2009,Injured,NSW,"maroubra beach, sydney",-33.93333333,151.25,wobbegong,,Unprovoked,1,diving,leg,minor lacerations,Male,
20,3,2009,Injured,WA,halls head beach,-32.5,115.7,white shark,2,Unprovoked,1,boarding,"calf, foot",other: teeth marks,Male,17
15,3,2009,Injured,WA,"rottnest island, natural jetty",-31.98333333,115.5333333,wobbegong,0.6,Provoked,1,swimming,leg,minor lacerations,Male,21
12,4,2009,Uninjured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,bull shark,3,Unprovoked,1,boarding,other: uninjured,,Male,40
27,6,2009,Injured,NSW,"kiama, seven mile beach",-34.66666667,150.85,wobbegong,2,Unprovoked,1,boarding,foot,minor lacerations,Male,52
30,7,2009,Injured,NSW,"byron bay, broken head",-28.63333333,153.6166667,whaler shark,1.5,Unprovoked,1,boarding,"arm, hand",other: teeth marks,Male,14
25,8,2009,Uninjured,WA,"rottnest island, horse shoe reef",-32,115.45,white shark,6,Provoked,1,spearfishing,other: uninjured,,Male,42
6,9,2009,Injured,WA,"cocos (kelling) island, jetty",-12.15,96.81666667,whaler shark,1.8,Unprovoked,1,boarding,thigh,other: teeth marks,Male,35
30,10,2009,Uninjured,VIC,portland,-38.33333333,141.6,white shark,4,Unprovoked,1,unmotorised boating,other: uninjured,,Male,27
28,10,2009,Uninjured,NSW,lennox head,-28.78333333,153.5833333,white shark,,Unprovoked,1,boarding,other: uninjured,,Female,17
7,11,2009,Injured,SA,"second valley, fleurieu peninsula",-35.5,138.2333333,white shark,3,Provoked,1,spearfishing,"leg, hand",minor lacerations,Male,25
19,12,2009,Injured,QLD,"heron island, lamont reef",-23.43333333,151.9,whaler shark,3,Provoked,1,spearfishing,arm,minor lacerations,Male,18
26,12,2009,Injured,NSW,avoca beach,-33.45,151.4333333,wobbegong,,Provoked,1,other: standing in water,foot,other: teeth marks,Male,55
12,12,2009,Injured,NSW,hawks nest ,-26.067,113.567,white shark,,Unprovoked,1,unmotorised boating,,,Male,
